patient_id,FAM171A1,FOXC1,FOXA1,CDCA8,ANP32E,B3GNT5,MICALL1,TTLL4,PLK1,SFT2D2,CENPA,AURKB,IFRD1,TTK,KIF2C,MTHFD1L,MPP6,GABRP,CDCA7,CDC25A,EXO1,MELK,SUV39H2,FOXM1,CCDC82,PSAT1,SRPK1,CCNB2,ATL2,TCF7L1,NCAPG,CDCA3,TBX19,GSG2,CEP55,RBM17,BUB1,YBX1,MRAS,KIF20A,KIF4A,CENPO,NCAPH,HDGF,CDH3,CHEK1,LBR,CLCN4,FAM136A,DLGAP5,MSN,STIL,MSL3,SERBP1,GATA3,KIAA0020,FANCA,UCK2,ZNF454,STK38,CCNA2,CDCA2,HAPLN3,FANCE,TUBB,GMPS,RNF8,UBXN2A,SGOL1,ILF2,PSMB2,ENO1,SOX10,CDK2AP1,RPIA,MEMO1,ANLN,KIF23,TSPAN33,JOSD1,UBE2E3,STMN1,EN1,GPSM2,PAPSS1,ST8SIA1,PDIA6,GPN1,CKS1B,SCHIP1,DBF4,NASP,TIGD2,KIF18A,ASPM,TUBA1C,L3MBTL4,IGF2BP2,SKP2,TUBB6,EZH2,MCM5,NDUFAF4,DSCC1,GPR161,CENPF,ANKRA2,CDC123,DSC2,PFKP,LYN,KIF14,RSU1,PRTFDC1,USP6NL,DEK,CHST3,PADI2,CEBPB,LMO4,NIP7,RRP1B,RIPK2,IQGAP3,KARS,ESYT3,CKAP2L,RAD51,CENPE,PRKD3,MSH2,EML4,KIF11,RANBP1,SEPHS1,CDC42EP1,E2F3,DNALI1,DONSON,LPIN1,OIP5,RASAL1,JRKL,IFNAR2,DEPDC1B,UGT8,HSPA14,PSME4,XBP1,NUF2,SMO,CENPL,COMMD2,NCK1,NMT2,PRNP,LAD1,MYO10,DPH2,RAP2B,PPP1R14C,RBM28,TBC1D22B,SHCBP1,TBC1D1,TRIM2,TRIM29,CCNB1,TRDMT1,MCM3,FERMT1,ECE2,CENPI,ERBB2,ESPL1,NUDT5,UBE2T,PIM1,PPARA,KHDRBS3,PDK1,PDXK,RACGAP1,RHEB,DEPDC1,TROAP,PPP1CB,TAF5,LMNB2,CCDC77,BTG3,BAG2,HORMAD1,YARS,SMG5,PDHA1,SLC22A5,XPO5,NFIL3,PSRC1,SOX11,COTL1,GPM6B,GART,HDAC2,KIAA0141,GLIPR2,NXN,CRY2,PTTG1,IRAK1,NEK2,PROM1,RUNDC1,CDK6,FAM98A,CBX2,PHF5A,PSMG1,MASTL
TCGA-E2-A15A,116.452,98.5364,6134.85,717.268,1238.42,61.7452,524.034,388.707,834.04,130.833,162.841,245.381,512.837,318.644,798.848,394.785,9.2778,48.6283,28.1532,178.517,320.563,410.462,262.977,1868.5,185.236,28.4732,1932.98,803.647,1433.9,108.134,580.782,350.53,62.7209,94.3773,797.249,1740.38,919.459,4202.51,326.642,500.36,1059.59,205.864,470.607,9912.18,695.193,256.259,930.657,50.8678,1062.46,274.174,4887.47,320.243,538.111,4922.66,7530.03,559.546,526.52,527.553,5.7586,1324.16,880.736,220.107,247.94,151.004,24671.8,1770.78,330.481,266.176,96.2969,4939.61,1932.02,8069.74,13.4368,1953.77,394.465,402.742,1693.67,925.538000000001,760.457,1081.98,332.72,2465.65,20.4751,602.041,2431.74,29.113,10184.4,1137.51,879.469,95.3371,339.119,1053.19,105.255,301.368,746.381,4167.96,10.5575,21.4349,242.822,490.893,574.262,641.446,136.287,511.237,55.3467,3584.1,214.668,1245.53,677.278,175.638,487.883,435.416,1865.15,33.9119,731.025,2195.95,246.021,472.846,811.965,294.649,620.011,1391.35,694.553,1171.24,2727.67,0.3199,363.113,459.41,867.312,655.203,1560.91,1808.21,1288.01,718.228,1432.3,451.412,409.822,1266.26,460.577,621.291,136.185,5.4387,194.193,403.516,197.393,3.1992,937.375,3527.79,30464.7,318.963,369.191,270.655,572.023,494.281,134.688,798.848,613.933,623.21,631.848,670.559,5.7586,491.082,437.537,434.136,649.124,484.364,73.9023,1050.95,27.8333,3117.33,6.0785,262.977,178.517,8478.93,743.822,1048.64,533.312,298.488,234.184,56.9463,285.052,2501.48,1777.17,1810.45,260.418,423.258,6416.11,137.887,852.275,156.442,222.667,87.9789,0.6398,2654.08,4493.64,1198.43,876.27,2331.92,203.791,114.213,31.3525,1905.46,71.3429,1722.47,2730.22,807.166,370.151,341.038,596.337,276.734,3206.27,782.212,13.7567,1219.87,426.138,971.927,565.304,583.22,352.875,445.333
TCGA-E2-A1B0,238.024,194.95,4396.03,643.335,1402.9,212.217,769.959,956.554,1375.42,193.645,116.042,291.868,792.239,448.942,893.056,782.399,192.351,87.4489,333.086,164.872,644.077,686.409,258.448,1495.05,405.867,806.907,3213.33,854.252,1186.04,587.078,666.745,308.396,51.0639,105.83,793.168,950.241,756.405,6866.51,585.407,736.91,1571.11,129.97,476.606,8305.05,9889.70999999999,568.882,2476.05,39.1756,749.907,746.008,7297.07,665.058,852.209,8822.32,349.61,1174.16,443.233,925.919,5.9413,1835.87,804.07,188.08,280.171,232.64,32796.5,3140.18,369.291,376.346,379.131,8042.89,1949.87,37988.9,19.495,3397.7,209.246,672.881,2924.06,1248.42,448.57,2317.3,550.687,3337.54,25.9933,721.482,1806.35,243.78,7234.69,857.735,927.776000000001,287.412,492.016,2097.47,287.598,301.337,1930.38,5657.63,28.0356,30.078,441.701,982.044,455.811,1129.22,328.073,240.067,90.6053,5586.15,200.706,954.644,2722.24,1249.54,926.29,880.616,1631.64,50.687,730.412,4483.66,884.701,6187.34,1365.95,563.127,856.108000000001,2368.18,1810.81,1457.11,4927.4,69.625,264.018,259.376,791.682,1254.55,957.111,2548.83,1320.27,1386.56,855.18,2109.54,721.686,13.7393,579.798,707.389,146.108,203.119,634.98,502.074,168.585,2.785,559.042,8423.32,30378.0,426.847,1020.42,288.526,807.278,531.935,199.963,2155.4,1119.2,3703.68,676.383,1213.52,229.669,508.726,540.384,905.124,1179.91,1129.41,855.366,1427.59,48.459,3223.73,32.1203,241.181,326.587,116273.0,353.509,618.695,832.343,728.37,689.009,124.768,1020.98,4460.45,1809.32,994.800999999999,637.393,335.128,9035.41000000001,153.175,1082.06,128.296,1217.42,153.732,3.342,3142.78,1865.39,1895.83,267.546,2999.07,804.493,204.976,1468.07,3597.29,170.256,3621.8,3135.72,729.484,467.137,1153.92,615.485,410.694,2867.06,967.693999999999,25221.9,371.89,1849.05,1482.36,808.391999999999,518.752,894.541,497.401
TCGA-E2-A1B4,125.306,65.8251,11326.2,121.869,455.489,27.4932,583.174,168.66,45.9983,20.8843,22.7348,39.918,396.008,39.3893,93.8471,69.7905,6.6089,342.608,2.6436,20.8843,12.9535,34.6309,86.9738,116.587,98.0768,12.6892,1059.28,73.7559,753.949,514.176,81.7236,79.1673,37.8032,5.2872,56.3082,1291.39,51.2854,3809.93,195.889,163.902,46.7914,54.2119,47.8488,5151.81,408.697,84.5945,184.257,24.8496,850.704,34.3665,2726.59,94.3758,389.664,4713.24,25210.8,322.781,20.6675,308.506,7.6664,903.575,54.3441,48.3775,180.028,123.719,14433.4,741.788,245.589,207.521,7.402,2994.91,1648.8,10017.3,154.121,2150.02,415.571,300.533,86.445,89.0886,81.4222,1113.21,1055.05,1383.65,50.7567,225.397,1323.9,220.739,4249.06,725.398,240.037,227.298,136.144,1893.86,200.648,45.4696,47.0557,2397.73,16.3902,17.9763,76.3994,864.038,121.605,838.808,186.637,33.3091,37.2745,357.676,474.522,1054.38,353.182,110.237,137.995,11.6317,825.59,24.3209,371.423,1186.97,222.589,330.183,967.814,492.763,278.633,785.143,274.668,61.5954,1863.19,2.9079,12.9535,33.0447,54.4577,476.637,695.261,950.102,189.809,662.481,1213.67,1001.39,241.623,2151.61,138.143,362.964,16.0227,3.1723,271.76,243.246,12.1605,6.6089,357.148,1517.94,93652.0000000001,41.2398,379.882,103.893,590.84,364.285,145.132,541.405,120.019,1390.52,384.905,439.099,43.8834,433.018,504.131,23.5279,961.47,281.277,439.892,450.466,45.7339,1928.76,12.1605,149.098,0.2644,10905.0,39.125,981.442,85.652,311.414,251.669,115.26,340.493,1947.79,178.442,1030.47,21.413,46.2626,3666.64,113.938,780.385,174.212,98.8699,112.352,0.0,1447.62,1913.69,1355.58,711.652,813.958,527.394,136.937,24.8496,1252.53,72.6984,837.75,1787.59,1167.67,360.32,350.803,917.851,95.6976,1069.06,45.2052,136.673,1683.7,98.3412,737.823,22.4704,761.88,367.986,227.083
TCGA-E2-A1IL,255.417,111.888,10738.0,175.169,747.908,84.8332,504.872,743.781,136.192,64.6521,23.3864,49.0657,271.925,35.309,132.065,137.567,20.1765,297.146,18.3423,46.7729,81.6233,94.4629,142.612,287.305,105.468,18.8009,1195.46,177.003,1000.11,451.68,129.611,57.4206,16.0541,26.5964,86.6674,1063.85,149.49,2262.07,735.068,164.164,148.114,150.847,108.22,4974.89,314.571,112.805,475.983,72.4521,492.95,115.098,4497.08,192.136,394.818,4754.33,13118.9,479.651,47.3232,245.328,7.7955,1024.88,133.954,57.3197,126.103,128.855,18160.7,1077.61,521.38,237.533,16.0495,3958.27,1513.24,9294.51000000001,71.0765,1726.47,275.593,249.804,202.683,276.052,275.135,829.073,332.454,870.801,62.3639,239.179,1758.11,47.2315,4105.9,844.663,508.541,101.094,142.153,1555.43,187.092,42.1873,215.981,2459.25,15.1324,13.2982,125.645,752.668,163.705,537.888,66.9494,54.1098,75.2035,957.469,307.692,857.966,1122.09,253.124,304.941,41.7288,746.991,41.2702,595.208,1468.3,308.151,262.754,370.515,358.134,268.256,1112.0,255.417,235.24,1368.8,6.4198,77.9548,35.7675,98.5899,719.019,897.856,1226.18,375.1,302.648,926.744999999999,791.929,552.104,1118.88,129.442,340.709,35.098,17.8838,285.682,230.71,17.8838,6.8784,607.131,3384.16,23052.2,77.9548,551.187,181.13,743.781,392.067,312.736,788.261,752.952,1969.51,477.359,444.342,10.5468,357.675,624.739,52.2756,886.851,255.417,398.945,273.3,64.6567,2513.36,18.8009,90.3359,17.8838,10038.7,119.684,646.103,108.22,289.35,196.721,86.6674,432.42,2042.42,392.067,569.07,60.5296,45.8558,6041.82,91.253,943.253999999999,102.717,118.308,87.126,0.4586,1322.02,2698.61,901.525,1042.76,1675.11,139.86,123.811,20.1765,1102.83,100.424,1322.48,780.007,1126.22,454.431,446.635,2230.43,58.2368,2280.41,137.567,220.566,1889.26,761.206,937.751,55.9441,224.693,199.473,324.2
TCGA-E2-A1IU,194.861,108.53,6666.39,145.94,669.681,69.0647,623.638,282.425,184.995,55.0874,27.5437,57.554,288.592,85.5087,145.94,131.963,9.0442,992.395,13.9774,41.11,85.9198,97.0195,118.808,361.418,108.119,18.4995,1252.21,156.629,938.130000000001,393.011,186.055,63.2477,38.6434,23.8438,150.051,1313.46,198.561,2471.94,301.336,215.416,221.172,110.652,158.273,5006.37,672.559,82.631,526.208,38.6434,646.66,111.408,4752.72,152.518,382.734,4482.63,8478.52,468.243,112.559,264.748,3.2888,806.578,158.619,51.3875,192.806,126.208,12405.8,1170.4,446.454,276.67,31.6547,3708.94,1579.86,11634.5,231.86,2508.12,363.823,304.037,231.449,297.225,273.381,1308.53,374.512,1378.83,8.222,323.519,1192.19,39.4656,5296.78,723.379,501.542,90.853,185.406,1350.05,112.23,71.9424,149.229,1965.06,23.4327,13.9774,115.108,483.137,174.717,980.062,125.385,71.1202,63.3094,832.888,466.187,1001.87,914.697,167.729,372.045,58.7873,504.83,48.5098,514.286,1888.59,383.967,460.432,342.857,418.911,294.347,817.266,453.443,200.206,1571.63,5.3443,63.3094,94.964,116.341,429.599,782.734,734.224,458.787,775.334,917.574,960.328999999999,268.037,1195.89,160.798,647.071,33.4512,5.3443,80.1644,242.824,35.3546,21.7883,548.818,2824.67,105419.0,151.696,328.058,87.5642,682.837,493.731,162.384,934.841,205.961,783.145,477.287,376.978,73.5868,289.414,627.589,62.8983,1521.48,635.971,984.173,556.629,36.5879,2446.87,64.9538,97.0195,26.7215,10754.4,112.23,685.69,142.652,245.838,220.761,125.385,594.45,1457.76,446.865,822.611,87.9753,55.0874,5624.26,91.2641,866.598000000001,87.1531,125.385,36.5879,0.4111,1665.78,1709.35,947.136999999999,895.786,975.129,83.8643,97.0195,32.4769,1338.95,98.6639,1374.72,1646.04,1248.51,228.571,208.016,1953.55,129.085,1777.6,169.784,277.492,1667.42,185.817,801.233,40.2878,457.143,321.48,237.204
TCGA-E2-A1LI,2834.74,3937.2,55.5889,1520.43,7156.85,960.637,2646.03,1885.52,1767.43,759.603,570.012,858.774,3244.59,1551.08,1463.34,1110.58,155.048,31422.2,1055.29,580.829,733.173,2322.42,1467.25,2896.81,548.377,375.601,5862.68,831.43,4066.71,2502.7,1501.84,792.138999999999,544.183,138.522,1361.78,4627.1,1807.99,8056.19,2324.22,1917.97,1185.7,237.467,796.875,22828.1,5490.08,812.5,2371.69,856.07,1761.72,941.106,19579.0,1333.23,1441.71,13523.4,558.594,1869.29,705.847,2183.59,54.988,3597.36,1619.26,561.899,2134.31,483.474,41395.7,2687.2,810.697,614.183,317.308,17031.2,3784.25,22012.6,4478.67,4707.03,761.718999999999,654.159,5118.39,1582.93,726.562,3616.29,1686.3,19997.6,2943.21,2118.21,7125.6,780.048,8937.95000000001,1176.02,3878.61,471.755,946.385,3447.72,635.817,336.538,2141.23,7734.38,28.5457,356.671,337.139,3245.53,1409.56,1783.65,524.639,668.269,253.305,8363.58,159.555,5501.97,3135.22,2835.04,4027.64,957.631999999999,14055.9,1078.12,2983.17,12488.9,4067.01,10509.6,2322.12,1332.33,1204.93,1949.22,2593.15,4293.87,4329.63,206.43,496.995,410.757,1125.0,1625.3,2147.24,1999.7,1870.79,1642.43,3837.44,4927.58,2494.29,14.1226,782.659,1780.65,147.578,142.127,682.091,341.064,298.978,429.688,2518.33,4713.34,7022.54,1280.35,746.394,635.216,1568.81,1402.04,887.320000000001,5228.97,1889.72,486.178,630.409,1641.53,3056.19,585.637,1319.34,521.635,3429.09,1859.98,1842.25,2073.32,385.817,8349.46,101.562,316.106,162.56,5524.64,761.418,4879.35,1803.49,3855.17,428.486,12.3197,450.721,3597.06,1694.11,2409.25,1008.11,535.156,13866.4,272.536,2697.42,427.584,790.865,987.079,794.471,3148.44,6693.81,936.899,95.5529,4029.15,948.618,787.26,704.026,13333.5,1191.41,2313.1,4965.75,484.675,2896.03,1179.39,311.599,932.993,2390.62,1869.89,18294.5,471.755,1154.15,1042.97,975.06,835.637,820.312,2808.89
TCGA-E2-A573,1729.58,6033.69,45.3064,1110.24,7922.55,2101.38,2049.53,2180.78,1698.29,383.003,601.127,1097.16,1853.36,1197.58,1167.22,1084.08,78.9359,21673.3,622.613,314.81,680.53,1186.37,831.863,2651.82,631.954,579.175,4314.38,1019.63,3092.05,1883.25,843.848,1034.31,412.896,113.967,1364.33,4356.42,1044.38,12927.7,3743.62,2032.72,868.762,231.651,523.125,19082.4,4263.01,1021.03,2513.8,863.624,1773.02,1074.74,6624.54,922.943,2028.05,9586.74,219.993,978.524999999999,548.362,1216.73,26.6234,4327.93,1067.46,603.463,2909.89,343.301,43221.8,3610.5,957.974,654.374,311.54,11092.1,3769.87,27130.1,2809.46,8646.52,970.118,972.911,1602.54,851.947,1257.37,2096.71,1614.22,17508.4,1695.49,1259.09,3522.69,576.839,22224.1,1441.33,2934.17,334.427,520.323,4473.66,345.169,691.273,1048.59,8658.19,290.522,182.627,226.065,2021.17,1730.52,2104.65,601.594,316.678,359.182,4580.15,147.596,3183.79,4801.08,5595.11,2414.78,593.654,4226.11,762.269,1428.79,10296.2,1242.89,12233.2,5042.56,4721.68,654.374,2262.52,1351.25,1993.95,3363.88,43.9052,219.526,269.503,364.787,1810.86,3227.5,2150.42,1542.75,1942.57,3852.91,4897.76,1692.22,14.4794,1627.57,1412.44,150.501,225.131,448.86,1053.63,228.867,140.123,1754.81,7261.17,8520.41000000001,1394.69,989.734999999999,450.262,1482.5,1407.3,403.087,3464.77,4103.73,1286.33,631.487,2565.18,1329.77,773.946,601.118,468.945,1170.49,1432.99,1324.63,1585.72,258.76,5610.05,100.888,533.401,90.6128,2909.89,829.061,2143.22,1377.88,1439.06,366.188,391.877,1262.97,15957.2,1596.0,2527.82,745.921,915.47,18910.8,142.925,2811.8,296.594,2348.46,998.608999999999,553.953,2259.72,5527.38,3976.19,89.2116,1782.36,1371.8,602.996,895.385,7097.23,337.696,2693.16,7978.13,688.471,1905.67,1699.22,346.104,1259.24,2486.71,1347.52,8601.21,406.356,462.406,1427.85,838.401999999999,595.989,1575.92,1731.45
TCGA-E9-A2JS,245.433,49.6381,7134.09,489.142,1047.91,72.3888,526.025,338.159,1565.67,82.0338,377.456,360.565,467.77,287.142,658.738,506.032,32.7473,434.333,493.623,168.907,342.296,259.221,230.265,1884.24,151.327,18.6143,1068.25,700.103000000001,985.867,127.542,986.967,394.729,46.8873,85.4878,454.326,1274.04,875.56,4096.86,289.9,873.146999999999,1203.03,316.777,897.277,5566.7,625.302,237.849,744.915,54.1193,1327.47,488.108,3154.77,275.078,402.275,4214.75,10042.7,598.759,360.858,545.329,4.8259,698.725,710.279,186.143,195.105,77.9042,25176.1,1400.9,239.228,322.303,168.907,3734.92,1859.36,15031.4,60.324,2443.98,607.721,494.905,1188.9,765.253,440.538,950.362,213.719,2425.72,19.3037,1339.62,1760.08,42.7439,5936.47,1101.78,988.968999999999,78.5936,307.135,1467.08,110.996,183.73,745.605,6319.89,16.546,26.8873,219.579,784.106,632.885,893.83,217.511,275.767,64.4605,2771.11,192.003,1016.42,762.84,360.91,322.303,454.326,1048.26,189.935,377.801,1348.5,243.709,1598.41,482.248,239.228,424.336,1554.64,529.128,1010.0,2274.73,1.7235,305.757,298.863,1313.34,380.903,829.714,1508.45,842.468,1250.26,1337.81,1018.27,373.32,613.926,391.017,557.394,130.258,5.1706,116.856,362.43,116.856,5.5153,563.254,3234.4,40021.0,514.65,156.153,194.76,421.579,270.252,129.955,1561.88,1005.52,221.303,527.404,635.643,13.4436,702.172,254.05,541.193,740.09,574.974,96.1737,1125.47,107.549,2092.38,11.0307,280.248,114.788,10918.0,859.359,616.811,737.677,262.668,185.453,115.477,253.361,2412.62,1984.49,1360.57,429.507,724.922,5752.13,91.6925,2356.43,188.9,276.112,106.86,55.4981,1953.12,3434.68,1776.08,1263.01,630.817,252.327,317.821,29.3002,827.646,62.0476,1902.45,1879.7,1069.98,364.357,377.801,577.042,1875.9,3990.35,692.52,47.5698,1160.29,165.805,1373.32,2557.74,398.483,548.432,448.811
TCGA-E9-A54Y,15.9953,114.929,4629.15,463.27,3309.24,10.0711,569.905,180.687,445.498,71.6825,143.957,881.517,383.886,242.299,919.431,17.7725,5.3318,0.5924,82.346,339.455,496.445,296.801,136.848,836.031,15.4028,3.5545,901.066,459.123,422.986,97.1564,1163.79,1258.52,41.4692,16.5877,563.981,1637.44,238.152,2995.85,50.9479,888.033,468.602,102.832,195.498,12674.2,82.346,508.294,519.55,1.1848,735.19,136.848,947.867,118.483,243.483,2470.97,18191.9,374.408,465.047,888.033,0.0,1786.14,542.405,107.82,49.1706,231.635,27220.4,797.393,443.128,181.872,91.8246,2920.62,1018.36,11128.0,0.0,2266.0,451.422,415.527,306.872,344.787,165.877,561.611,38.5071,6364.93,24.8815,213.786,738.744,75.237,1873.31,341.825,1377.37,41.4692,287.322,3890.4,69.3128,120.853,598.934,8779.03,2.9621,2.3697,81.1611,427.867,442.536,1752.96,231.043,667.654,8.8863,3469.79,234.005,1187.8,491.114,40.2844,105.45,246.446,329.384,5.9242,208.531,1885.66,34.9526,55.6872,8542.06,251.185,350.118,908.768,841.232,1646.33,2058.06,1.1848,68.7204,390.995,298.578,39.6919,414.099,409.953,543.246,1044.43,726.303,812.796,307.464,26.6588,333.335,170.024,166.89,26.0664,1.7773,14.8104,122.63,0.5924,403.436,1196.09,31025.5,626.777,23.6967,280.213,324.644,136.256,45.6161,78.1991,158.768,367.299,327.014,290.877,4.1469,281.99,614.337,85.3081,149.881,5.9242,17.1801,1569.31,2.9621,4013.63,2.3697,396.919,22.5118,10803.9,987.559,1394.55,1295.02,71.09,14.218,43.2464,74.6445,3742.89,1215.05,860.782,136.256,1550.36,2145.73,118.483,2510.66,283.175,28.436,101.303,0.0,931.28,3020.73,1655.81,422.986,1356.04,23.6967,356.043,26.0664,856.043,4.1469,514.218,1159.95,712.085,183.057,46.2085,419.431,2204.38,1356.64,1075.83,15.4028,1379.15,21.9194,453.791,34.3602,668.246,664.1,269.55
TCGA-EW-A1P1,1039.05,875.254,2077.08,159.736,907.708,798.682,886.41,518.256,267.748,76.572,80.1217,97.3631,733.266,119.675,248.479,410.75,130.325,1570.49,97.3631,80.1217,111.562,181.035,272.312,330.03,522.312,294.118,1224.14,303.752,1258.62,823.529,148.266,55.0152,41.5822,40.568,161.258,1564.4,268.763,7764.2,1341.79,166.329,290.568,118.296,193.712,5553.75,2895.03,127.789,1226.17,183.063,831.643,239.351,19720.1,209.939,862.576,6567.95,1069.98,738.337,82.1755,446.755,21.2982,1252.54,332.642,104.463,733.266,76.572,15519.8,1326.57,355.477,411.258,36.5112,3799.19,1740.87,18545.6,679.513,1818.97,453.854,416.922,502.028,371.704,250.0,2242.39,1159.23,2210.45,45.6389,391.161,1850.41,189.148,6650.23,921.4,542.089,546.653,267.241,1663.29,151.623,54.7667,231.237,4535.5,53.2454,152.637,103.955,4048.63,265.72,716.531,254.564,91.785,141.481,902.13,204.868,1228.77,1452.84,1766.23,1072.01,104.463,2485.29,125.761,702.84,2207.4,1007.1,820.994,1551.22,1017.24,756.592,1141.48,918.357,203.854,2651.12,15.7201,55.2738,95.3347,224.645,1270.28,750.507,1696.75,278.398,765.72,1167.85,2630.32,515.213,459.939,238.783,726.673,45.9888,34.4828,310.345,731.932,86.2069,50.2028,705.882,3431.03,12371.7,80.6288,411.765,115.112,664.807,560.852,498.479,4496.45,1078.09,2169.37,397.566,1177.99,442.191,500.0,384.863,163.793,1796.15,1054.77,1859.53,325.051,159.229,2042.6,60.3448,122.211,42.5963,4841.28,148.073,652.064,136.917,3479.72,430.527,333.164,272.82,2161.26,467.038,1468.56,241.886,71.501,8188.71,99.8986,1491.89,142.495,672.921,318.458,0.0,1658.72,1578.09,973.138999999999,292.089,1132.35,1977.69,43.1034,493.408,3111.05,345.842,1688.64,1994.93,775.355,1100.91,881.339,1282.96,126.775,2580.63,141.988,799.189,622.211,890.466,1392.49,332.15,416.329,374.747,397.059
TCGA-EW-A1P7,770.695,817.053,264.901,349.338,1570.78,371.275,3220.61,1616.31,259.52,108.022,55.0497,110.513,698.262,187.5,414.321,702.401,67.053,13976.0,163.907,44.2881,96.4404,169.702,100.579,589.814,665.977,439.156,1716.06,201.987,1522.76,1138.66,231.668,159.582,90.2401,32.6987,242.964,1235.1,264.073,8581.54,2223.1,262.417,289.321,151.565,152.732,8961.09000000001,1889.9,148.179,1391.14,503.725,799.255,350.993,16420.5,205.298,1107.62,6717.3,772.765,726.821,124.826,211.921,35.596,2204.47,218.87,250.414,3290.56,201.573,18399.0,1134.52,519.454,362.997,42.2185,6204.47,1952.4,18409.4,2711.51,4884.11,445.364,471.3,419.288,202.815,1097.68,2350.99,1658.94,3164.32,771.109,858.862,3142.38,305.877,5100.93,1112.58,359.272,592.715,174.255,1719.37,210.265,129.139,228.063,2683.77,185.43,600.993,125.0,3964.4,260.762,1517.8,194.95,112.997,168.874,664.321,232.202,838.659,6312.91,1144.87,1396.11,68.2947,2469.78,112.997,680.878,2780.22,1533.11,1641.56,1355.96,4766.56,444.536,1159.35,1214.82,358.858,2699.5,159.768,96.4404,77.4007,220.199,1619.62,921.358,1931.29,374.172,908.94,784.768,3337.75,623.758,331.954,143.133,1100.99,37.6863,123.344,388.659,793.527,58.3609,228.477,379.967,3765.73,7652.32,96.0265,645.282,110.513,797.599,1348.1,415.563,3695.78,1013.66,1756.62,677.98,1122.93,414.321,307.533,543.717,110.927,2242.55,3545.94,5278.56,411.424,155.215,2215.23,271.523,178.394,20.2815,9480.12999999999,140.728,498.262,70.7781,2366.31,734.685,221.026,605.96,2770.7,423.013,726.407,172.599,77.8146,7600.62,129.967,1499.59,331.954,411.424,262.003,157.699,3241.31,3447.85,1412.83,190.811,1296.77,662.252,101.821,12.4172,7444.54,656.457,1042.63,2495.03,1062.5,2367.55,1018.21,1556.29,229.719,5843.54,98.096,1371.69,485.099,1418.05,1403.15,196.192,534.768,255.381,246.689
TCGA-EW-A1P8,3226.16,2265.23,23.6559,2694.27,8075.99,1003.58,1628.67,711.111000000001,2345.52,146.204,554.122,742.651999999999,1310.04,1209.32,1975.63,1196.42,364.516,13118.6,656.989,520.072,674.193,794.265,607.527,8366.39999999999,540.86,1692.47,4426.52,1276.7,2984.95,3216.49,1070.91,1082.54,133.724,176.344,1421.51,2458.78,2895.34,18102.2,2207.89,1693.91,1568.82,300.849,1768.46,16192.8,6241.94,1008.96,3151.25,171.326,2792.47,1016.49,13674.9,847.67,1449.46,12119.7,3408.6,1863.08,348.287,604.301,39.7849,3102.87,1143.3,482.437,2413.62,359.498,42578.9,3312.19,865.233,575.627,135.842,9596.06,5395.7,29938.7,1542.29,5867.38,960.573,1275.47,2658.78,948.745,1866.67,2864.87,1119.35,10029.7,62.0072,1479.03,2974.55,318.996,12004.6,1717.2,1273.48,551.255,653.964,6074.19,363.082,247.312,1544.09,6568.46,144.444,23.2975,1002.51,1432.85,1105.73,1842.29,352.33,440.502,493.548,7014.7,154.122,2270.16,4494.62,2394.62,1531.9,408.602,2093.55,324.373,867.025,6474.19,1398.92,4102.51,1958.78,3934.41,627.599,3694.62,1054.12,1079.21,3112.54,121.864,524.373,450.538,644.086,1956.63,2500.36,2338.71,1297.13,1474.91,2930.82,1541.22,1503.58,46.2366,846.889,651.255,223.147,365.233,563.799,871.81,463.441,51.6129,1249.82,6998.57,2389.96,463.441,2508.24,327.24,1408.24,1309.68,432.975,2336.56,4351.61,2443.01,1356.99,1388.89,605.376,650.896,657.301,485.663,1827.6,679.212,442.652,2389.61,130.824,6721.15,436.559,612.545,197.133,3336.92,1115.41,1484.67,818.638,806.452,810.036,636.201,586.38,8853.41,1632.97,2546.24,984.946,553.405,13436.9,184.946,3545.52,1045.88,1055.2,572.76,150.538,2125.45,5480.29,2166.27,148.387,2866.31,921.864,614.337,1454.12,6554.84,468.459,3644.09,6463.44,569.176,869.893,1104.3,676.344,866.308,10402.9,987.814,3439.43,322.939,1327.24,1912.54,1429.75,584.229,1366.67,769.534
